DEVID,FACID,ORDINAL
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W5_PT2,3428
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W5_PT3,3452
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W5_W,104
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W6O_M1,1105
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W6W_M1,1205
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W6_M1,905
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W6_PT1,3405
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W6_PT2,3429
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W6_PT3,3453
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W6_W,105
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W7O_M1,1106
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W7W_M1,1206
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W7_M1,906
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W7_PT1,3406
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W7_PT2,3430
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W7_PT3,3454
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W7_W,106
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W8O_M1,1107
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W8W_M1,1207
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W8_M1,907
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W8_PT1,3407
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W8_PT2,3431
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W8_PT3,3455
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W8_W,107
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W9O_M1,1108
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W9W_M1,1208
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W9_M1,908
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W9_PT1,3408
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W9_PT2,3432
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W9_PT3,3456
1A_G4_HR_PD_TEMPLATE,1A_G4_HR_W9_W,108
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_BATT1,3190
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_PAD,3040
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_SEP01,2300
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_SEP02,2301
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_SEP03,2302
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_SEP04,2303
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_SEP05,2304
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_SEP06,2305
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W1O_M1,1100
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W1W_M1,1200
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W1_M1,900
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W1_PLG,400
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W1_W,100
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W2O_M1,1101
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W2W_M1,1201
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W2_M1,901
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W2_PLG,401
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W2_W,101
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W3O_M1,1102
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W3W_M1,1202
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W3_M1,902
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W3_PLG,402
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W3_W,102
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W4O_M1,1103
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W4W_M1,1203
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W4_M1,903
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W4_PLG,403
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W4_W,103
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W5O_M1,1104
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W5W_M1,1204
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W5_M1,904
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W5_PLG,404
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W5_W,104
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W6O_M1,1105
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W6W_M1,1205
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W6_M1,905
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W6_PLG,405
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_W6_W,105
1A_G4_HR_WL_TEMPLATE,1A_G4_HR_WL_TEMPLATE,-2
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_BATT1,3190
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_PAD,3040
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_SEP01,2300
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_SEP02,2301
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_SEP03,2302
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_SEP04,2303
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_SEP05,2304
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_SEP06,2305
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W1O_M1,1100
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W1W_M1,1200
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W1_M1,900
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W1_PLG,400
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W1_W,100
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W2O_M1,1101
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W2W_M1,1201
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W2_M1,901
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W2_PLG,401
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W2_W,101
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W3O_M1,1102
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W3W_M1,1202
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W3_M1,902
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W3_PLG,402
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W3_W,102
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W4O_M1,1103
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W4W_M1,1203
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W4_M1,903
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W4_PLG,403
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W4_W,103
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W5O_M1,1104
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W5W_M1,1204
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W5_M1,904
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W5_PLG,404
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W5_W,104
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W6O_M1,1105
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W6W_M1,1205
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W6_M1,905
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W6_PLG,405
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_W6_W,105
1A_G4_HR_WL_TEMP_MAG,1A_G4_HR_WL_TEMP_MAG,-2
1A_HR_RMC_PAD_TEMP,1A_HR_RMC_PAD_TEMP,-2
1A_HR_RMC_PAD_TEMP,1A_RMC_ANO2_1,3130
1A_HR_RMC_PAD_TEMP,1A_RMC_ANO2_2,3131
1A_HR_RMC_PAD_TEMP,1A_RMC_BATT1,3190
1A_HR_RMC_PAD_TEMP,1A_RMC_BATT1_PT2,3690
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD1,2800
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD10,2809
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD2,2801
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD3,2802
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD4,2803
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD5,2804
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD6,2805
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD7,2806
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD8,2807
1A_HR_RMC_PAD_TEMP,1A_RMC_ECD9,2808
1A_HR_RMC_PAD_TEMP,1A_RMC_P1,1700
1A_HR_RMC_PAD_TEMP,1A_RMC_P2,1701
1A_HR_RMC_PAD_TEMP,1A_RMC_P3,1702
1A_HR_RMC_PAD_TEMP,1A_RMC_P4,1703
1A_HR_RMC_PAD_TEMP,1A_RMC_P5,1704
1A_HR_RMC_PAD_TEMP,1A_RMC_PAD,3040
1A_HR_RMC_PAD_TEMP,1A_RMC_PT1,3592
1A_HR_RMC_PAD_TEMP,1A_RMC_PT10,3601
1A_HR_RMC_PAD_TEMP,1A_RMC_PT2,3593
1A_HR_RMC_PAD_TEMP,1A_RMC_PT3,3594
1A_HR_RMC_PAD_TEMP,1A_RMC_PT4,3595
1A_HR_RMC_PAD_TEMP,1A_RMC_PT5,3596
1A_HR_RMC_PAD_TEMP,1A_RMC_PT6,3597
1A_HR_RMC_PAD_TEMP,1A_RMC_PT7,3598
1A_HR_RMC_PAD_TEMP,1A_RMC_PT8,3599
1A_HR_RMC_PAD_TEMP,1A_RMC_PT9,3600
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP01,2300
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP01_PT1,3632
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP01_TT1,3666
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP02,2301
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP02_PT1,3633
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP02_TT1,3667
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP03,2302
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP03_PT1,3644
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP03_TT1,3668
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP04,2303
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP04_PT1,3645
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP04_TT1,3669
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP05,2304
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP05_PT1,3646
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP05_TT1,3670
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP06,2305
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP06_PT1,3647
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP06_TT1,3671
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP07,2306
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP07_PT1,3648
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP07_TT1,3672
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP08,2307
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP08_PT1,3649
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP08_TT1,3673
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP09,2308
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP09_PT1,3650
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP09_TT1,3674
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP10,2309
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP10_PT1,3651
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP10_TT1,3675
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP11,2310
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP11_PT1,3652
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP11_TT1,3676
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP12,2311
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP12_PT1,3653
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP12_TT1,3678
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP13,2312
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP13_PT1,3654
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP13_TT1,3679
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP14,2313
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP14_PT1,3655
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP14_TT1,3680
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP15,2314
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP15_PT1,3656
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP15_TT1,3681
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP16,2315
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP16_PT1,3657
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP16_TT1,3682
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP17,2316
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP17_PT1,3658
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP17_TT1,3683
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP18,2317
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP18_PT1,3659
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP18_TT1,3684
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP19,2318
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP19_PT1,3660
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP19_TT1,3685
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP20,2319
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP20_PT1,3661
1A_HR_RMC_PAD_TEMP,1A_RMC_SEP20_TT1,3686
1A_HR_RMC_PAD_TEMP,1A_RMC_T1,1650
1A_HR_RMC_PAD_TEMP,1A_RMC_T10,1659
1A_HR_RMC_PAD_TEMP,1A_RMC_T11,1660
1A_HR_RMC_PAD_TEMP,1A_RMC_T12,1661
1A_HR_RMC_PAD_TEMP,1A_RMC_T13,1662
1A_HR_RMC_PAD_TEMP,1A_RMC_T14,1663
1A_HR_RMC_PAD_TEMP,1A_RMC_T15,1664
1A_HR_RMC_PAD_TEMP,1A_RMC_T16,1665
1A_HR_RMC_PAD_TEMP,1A_RMC_T17,1666
1A_HR_RMC_PAD_TEMP,1A_RMC_T18,1667
1A_HR_RMC_PAD_TEMP,1A_RMC_T19,1668
1A_HR_RMC_PAD_TEMP,1A_RMC_T2,1651
1A_HR_RMC_PAD_TEMP,1A_RMC_T20,1669
1A_HR_RMC_PAD_TEMP,1A_RMC_T21,1670
1A_HR_RMC_PAD_TEMP,1A_RMC_T3,1652
1A_HR_RMC_PAD_TEMP,1A_RMC_T4,1653
1A_HR_RMC_PAD_TEMP,1A_RMC_T5,1654
1A_HR_RMC_PAD_TEMP,1A_RMC_T6,1655
1A_HR_RMC_PAD_TEMP,1A_RMC_T7,1656
1A_HR_RMC_PAD_TEMP,1A_RMC_T8,1657
1A_HR_RMC_PAD_TEMP,1A_RMC_T9,1658
1A_HR_RMC_PAD_TEMP,1A_RMC_TT1,1800
1A_HR_RMC_PAD_TEMP,1A_RMC_TT2,1801
1A_HR_RMC_PAD_TEMP,1A_RMC_TT3,1802
1A_HR_RMC_PAD_TEMP,1A_RMC_TT4,1803
1A_HR_RMC_PAD_TEMP,1A_RMC_VRT1,3260
1A_HR_RMC_PAD_TEMP,1A_RMC_VRT2,3261
1A_HR_RMC_PAD_TEMP,1A_RMC_VRT3,3262
1A_HR_RMC_PAD_TEMP,1A_RMC_VRT4,3263
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU1,2850
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU2,2851
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU3,2852
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU4,2853
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU5,2854
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU6,2855
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU7,2856
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU8,2857
1A_HR_RMC_PAD_TEMP,1A_RMC_VRU_M1,924
1A_HR_RMC_PAD_TEMP,1A_RMC_W10O_M1,1109
1A_HR_RMC_PAD_TEMP,1A_RMC_W10W_M1,1209
1A_HR_RMC_PAD_TEMP,1A_RMC_W10_M1,909
1A_HR_RMC_PAD_TEMP,1A_RMC_W10_PLG,409
1A_HR_RMC_PAD_TEMP,1A_RMC_W10_PT1,3409
1A_HR_RMC_PAD_TEMP,1A_RMC_W10_PT2,3433
1A_HR_RMC_PAD_TEMP,1A_RMC_W10_PT3,3457
1A_HR_RMC_PAD_TEMP,1A_RMC_W10_W,109
1A_HR_RMC_PAD_TEMP,1A_RMC_W11O_M1,1110
1A_HR_RMC_PAD_TEMP,1A_RMC_W11W_M1,1210
1A_HR_RMC_PAD_TEMP,1A_RMC_W11_M1,910
1A_HR_RMC_PAD_TEMP,1A_RMC_W11_PLG,410
1A_HR_RMC_PAD_TEMP,1A_RMC_W11_PT1,3410
1A_HR_RMC_PAD_TEMP,1A_RMC_W11_PT2,3434
1A_HR_RMC_PAD_TEMP,1A_RMC_W11_PT3,3458
1A_HR_RMC_PAD_TEMP,1A_RMC_W11_W,110
1A_HR_RMC_PAD_TEMP,1A_RMC_W12O_M1,1111
1A_HR_RMC_PAD_TEMP,1A_RMC_W12W_M1,1211
1A_HR_RMC_PAD_TEMP,1A_RMC_W12_M1,911
1A_HR_RMC_PAD_TEMP,1A_RMC_W12_PLG,411
1A_HR_RMC_PAD_TEMP,1A_RMC_W12_PT1,3411
1A_HR_RMC_PAD_TEMP,1A_RMC_W12_PT2,3435
1A_HR_RMC_PAD_TEMP,1A_RMC_W12_PT3,3459
1A_HR_RMC_PAD_TEMP,1A_RMC_W12_W,111
1A_HR_RMC_PAD_TEMP,1A_RMC_W13O_M1,1112
1A_HR_RMC_PAD_TEMP,1A_RMC_W13W_M1,1212
1A_HR_RMC_PAD_TEMP,1A_RMC_W13_M1,912
1A_HR_RMC_PAD_TEMP,1A_RMC_W13_PLG,412
1A_HR_RMC_PAD_TEMP,1A_RMC_W13_PT1,3412
1A_HR_RMC_PAD_TEMP,1A_RMC_W13_PT2,3436
1A_HR_RMC_PAD_TEMP,1A_RMC_W13_PT3,3460
1A_HR_RMC_PAD_TEMP,1A_RMC_W13_W,112
1A_HR_RMC_PAD_TEMP,1A_RMC_W14O_M1,1113
1A_HR_RMC_PAD_TEMP,1A_RMC_W14W_M1,1213
1A_HR_RMC_PAD_TEMP,1A_RMC_W14_M1,913
1A_HR_RMC_PAD_TEMP,1A_RMC_W14_PLG,413
1A_HR_RMC_PAD_TEMP,1A_RMC_W14_PT1,3413
1A_HR_RMC_PAD_TEMP,1A_RMC_W14_PT2,3437
1A_HR_RMC_PAD_TEMP,1A_RMC_W14_PT3,3461
1A_HR_RMC_PAD_TEMP,1A_RMC_W14_W,113
1A_HR_RMC_PAD_TEMP,1A_RMC_W15O_M1,1114
1A_HR_RMC_PAD_TEMP,1A_RMC_W15W_M1,1214
1A_HR_RMC_PAD_TEMP,1A_RMC_W15_M1,914
1A_HR_RMC_PAD_TEMP,1A_RMC_W15_PLG,414
1A_HR_RMC_PAD_TEMP,1A_RMC_W15_PT1,3414
1A_HR_RMC_PAD_TEMP,1A_RMC_W15_PT2,3438
1A_HR_RMC_PAD_TEMP,1A_RMC_W15_PT3,3462
1A_HR_RMC_PAD_TEMP,1A_RMC_W15_W,114
1A_HR_RMC_PAD_TEMP,1A_RMC_W16O_M1,1115
1A_HR_RMC_PAD_TEMP,1A_RMC_W16W_M1,1215
1A_HR_RMC_PAD_TEMP,1A_RMC_W16_M1,915
1A_HR_RMC_PAD_TEMP,1A_RMC_W16_PLG,415
1A_HR_RMC_PAD_TEMP,1A_RMC_W16_PT1,3415
1A_HR_RMC_PAD_TEMP,1A_RMC_W16_PT2,3439
1A_HR_RMC_PAD_TEMP,1A_RMC_W16_PT3,3463
1A_HR_RMC_PAD_TEMP,1A_RMC_W16_W,115
1A_HR_RMC_PAD_TEMP,1A_RMC_W17O_M1,1116
1A_HR_RMC_PAD_TEMP,1A_RMC_W17W_M1,1216
1A_HR_RMC_PAD_TEMP,1A_RMC_W17_M1,916
1A_HR_RMC_PAD_TEMP,1A_RMC_W17_PLG,416
1A_HR_RMC_PAD_TEMP,1A_RMC_W17_PT1,3416
1A_HR_RMC_PAD_TEMP,1A_RMC_W17_PT2,3440
1A_HR_RMC_PAD_TEMP,1A_RMC_W17_PT3,3464
1A_HR_RMC_PAD_TEMP,1A_RMC_W17_W,116
1A_HR_RMC_PAD_TEMP,1A_RMC_W18O_M1,1117
1A_HR_RMC_PAD_TEMP,1A_RMC_W18W_M1,1217
1A_HR_RMC_PAD_TEMP,1A_RMC_W18_M1,917
1A_HR_RMC_PAD_TEMP,1A_RMC_W18_PLG,417
1A_HR_RMC_PAD_TEMP,1A_RMC_W18_PT1,3417
1A_HR_RMC_PAD_TEMP,1A_RMC_W18_PT2,3441
1A_HR_RMC_PAD_TEMP,1A_RMC_W18_PT3,3465
1A_HR_RMC_PAD_TEMP,1A_RMC_W18_W,117
1A_HR_RMC_PAD_TEMP,1A_RMC_W19O_M1,1118
1A_HR_RMC_PAD_TEMP,1A_RMC_W19W_M1,1218
1A_HR_RMC_PAD_TEMP,1A_RMC_W19_M1,918
1A_HR_RMC_PAD_TEMP,1A_RMC_W19_PLG,418
1A_HR_RMC_PAD_TEMP,1A_RMC_W19_PT1,3418
1A_HR_RMC_PAD_TEMP,1A_RMC_W19_PT2,3442
1A_HR_RMC_PAD_TEMP,1A_RMC_W19_PT3,3466
1A_HR_RMC_PAD_TEMP,1A_RMC_W19_W,118
1A_HR_RMC_PAD_TEMP,1A_RMC_W1O_M1,1100
1A_HR_RMC_PAD_TEMP,1A_RMC_W1W_M1,1200
1A_HR_RMC_PAD_TEMP,1A_RMC_W1_M1,900
1A_HR_RMC_PAD_TEMP,1A_RMC_W1_PLG,400
1A_HR_RMC_PAD_TEMP,1A_RMC_W1_PT1,3400
1A_HR_RMC_PAD_TEMP,1A_RMC_W1_PT2,3424
1A_HR_RMC_PAD_TEMP,1A_RMC_W1_PT3,3448
1A_HR_RMC_PAD_TEMP,1A_RMC_W1_W,100
1A_HR_RMC_PAD_TEMP,1A_RMC_W20O_M1,1119
1A_HR_RMC_PAD_TEMP,1A_RMC_W20W_M1,1219
1A_HR_RMC_PAD_TEMP,1A_RMC_W20_M1,919
1A_HR_RMC_PAD_TEMP,1A_RMC_W20_PLG,419
1A_HR_RMC_PAD_TEMP,1A_RMC_W20_PT1,3419
1A_HR_RMC_PAD_TEMP,1A_RMC_W20_PT2,3443
1A_HR_RMC_PAD_TEMP,1A_RMC_W20_PT3,3467
1A_HR_RMC_PAD_TEMP,1A_RMC_W20_W,119
1A_HR_RMC_PAD_TEMP,1A_RMC_W2O_M1,1101
1A_HR_RMC_PAD_TEMP,1A_RMC_W2W_M1,1201
1A_HR_RMC_PAD_TEMP,1A_RMC_W2_M1,901
1A_HR_RMC_PAD_TEMP,1A_RMC_W2_PLG,401
1A_HR_RMC_PAD_TEMP,1A_RMC_W2_PT1,3401
1A_HR_RMC_PAD_TEMP,1A_RMC_W2_PT2,3425
1A_HR_RMC_PAD_TEMP,1A_RMC_W2_PT3,3449
1A_HR_RMC_PAD_TEMP,1A_RMC_W2_W,101
1A_HR_RMC_PAD_TEMP,1A_RMC_W3O_M1,1102
1A_HR_RMC_PAD_TEMP,1A_RMC_W3W_M1,1202
1A_HR_RMC_PAD_TEMP,1A_RMC_W3_M1,902
1A_HR_RMC_PAD_TEMP,1A_RMC_W3_PLG,402
1A_HR_RMC_PAD_TEMP,1A_RMC_W3_PT1,3402
1A_HR_RMC_PAD_TEMP,1A_RMC_W3_PT2,3426
1A_HR_RMC_PAD_TEMP,1A_RMC_W3_PT3,3450
1A_HR_RMC_PAD_TEMP,1A_RMC_W3_W,102
1A_HR_RMC_PAD_TEMP,1A_RMC_W4O_M1,1103
1A_HR_RMC_PAD_TEMP,1A_RMC_W4W_M1,1203
1A_HR_RMC_PAD_TEMP,1A_RMC_W4_M1,903
1A_HR_RMC_PAD_TEMP,1A_RMC_W4_PLG,403
1A_HR_RMC_PAD_TEMP,1A_RMC_W4_PT1,3403
1A_HR_RMC_PAD_TEMP,1A_RMC_W4_PT2,3427
1A_HR_RMC_PAD_TEMP,1A_RMC_W4_PT3,3451
1A_HR_RMC_PAD_TEMP,1A_RMC_W4_W,103
1A_HR_RMC_PAD_TEMP,1A_RMC_W5O_M1,1104
1A_HR_RMC_PAD_TEMP,1A_RMC_W5W_M1,1204
1A_HR_RMC_PAD_TEMP,1A_RMC_W5_M1,904
1A_HR_RMC_PAD_TEMP,1A_RMC_W5_PLG,404
1A_HR_RMC_PAD_TEMP,1A_RMC_W5_PT1,3404
1A_HR_RMC_PAD_TEMP,1A_RMC_W5_PT2,3428
1A_HR_RMC_PAD_TEMP,1A_RMC_W5_PT3,3452
1A_HR_RMC_PAD_TEMP,1A_RMC_W5_W,104
1A_HR_RMC_PAD_TEMP,1A_RMC_W6O_M1,1105
1A_HR_RMC_PAD_TEMP,1A_RMC_W6W_M1,1205
1A_HR_RMC_PAD_TEMP,1A_RMC_W6_M1,905
1A_HR_RMC_PAD_TEMP,1A_RMC_W6_PLG,405
1A_HR_RMC_PAD_TEMP,1A_RMC_W6_PT1,3405
1A_HR_RMC_PAD_TEMP,1A_RMC_W6_PT2,3429
1A_HR_RMC_PAD_TEMP,1A_RMC_W6_PT3,3453
1A_HR_RMC_PAD_TEMP,1A_RMC_W6_W,105
1A_HR_RMC_PAD_TEMP,1A_RMC_W7O_M1,1106
1A_HR_RMC_PAD_TEMP,1A_RMC_W7W_M1,1206
1A_HR_RMC_PAD_TEMP,1A_RMC_W7_M1,906
1A_HR_RMC_PAD_TEMP,1A_RMC_W7_PLG,406
1A_HR_RMC_PAD_TEMP,1A_RMC_W7_PT1,3406
1A_HR_RMC_PAD_TEMP,1A_RMC_W7_PT2,3430
1A_HR_RMC_PAD_TEMP,1A_RMC_W7_PT3,3454
1A_HR_RMC_PAD_TEMP,1A_RMC_W7_W,106
1A_HR_RMC_PAD_TEMP,1A_RMC_W8O_M1,1107
1A_HR_RMC_PAD_TEMP,1A_RMC_W8W_M1,1207
1A_HR_RMC_PAD_TEMP,1A_RMC_W8_M1,907
1A_HR_RMC_PAD_TEMP,1A_RMC_W8_PLG,407
1A_HR_RMC_PAD_TEMP,1A_RMC_W8_PT1,3407
1A_HR_RMC_PAD_TEMP,1A_RMC_W8_PT2,3431
